,Unnamed: 0,Unnamed: 0.1,vehicle_id,vehicle_type,nr_of_stops,stopping_station_ids
756,756,756,L584,L,28,"['008822004', '008822053', '008822111', '008822137', '008822145', '008822160', '008893401', '008893518', '008893526', '008893534', '008893542', '008893559', '008893567', '008893039', '008893013', '008892007', '008892031', '008892056', '008891165', '008891157', '008891140', '008891132', '008891124', '008891116', '008891009', '008891033', '008891629', '008891553']"
757,757,757,L585,L,28,"['008822004', '008822053', '008822111', '008822137', '008822145', '008822160', '008893401', '008893518', '008893526', '008893534', '008893542', '008893559', '008893567', '008893039', '008893013', '008892007', '008892031', '008892056', '008891165', '008891157', '008891140', '008891132', '008891124', '008891116', '008891009', '008891033', '008891629', '008891553']"
758,758,758,L587,L,28,"['008822004', '008822053', '008822111', '008822137', '008822145', '008822160', '008893401', '008893518', '008893526', '008893534', '008893542', '008893559', '008893567', '008893039', '008893013', '008892007', '008892031', '008892056', '008891165', '008891157', '008891140', '008891132', '008891124', '008891116', '008891009', '008891033', '008891629', '008891553']"
759,759,759,L5877,L,7,"['008866001', '008866118', '008862018', '008866142', '008866175', '008866258', '008865003']"
760,760,760,L588,L,28,"['008822004', '008822053', '008822111', '008822137', '008822145', '008822160', '008893401', '008893518', '008893526', '008893534', '008893542', '008893559', '008893567', '008893039', '008893013', '008892007', '008892031', '008892056', '008891165', '008891157', '008891140', '008891132', '008891124', '008891116', '008891009', '008891033', '008891629', '008891553']"
761,761,761,L589,L,28,"['008822004', '008822053', '008822111', '008822137', '008822145', '008822160', '008893401', '008893518', '008893526', '008893534', '008893542', '008893559', '008893567', '008893039', '008893013', '008892007', '008892031', '008892056', '008891165', '008891157', '008891140', '008891132', '008891124', '008891116', '008891009', '008891033', '008891629', '008891553']"
762,762,762,L590,L,25,"['008822004', '008822053', '008822111', '008822137', '008822145', '008822160', '008893401', '008893518', '008893526', '008893534', '008893542', '008893559', '008893567', '008893039', '008893013', '008892007', '008892031', '008892056', '008891165', '008891157', '008891140', '008891132', '008891124', '008891116', '008891009']"
763,763,763,L591,L,25,"['008822004', '008822053', '008822111', '008822137', '008822145', '008822160', '008893401', '008893518', '008893526', '008893534', '008893542', '008893559', '008893567', '008893039', '008893013', '008892007', '008892031', '008892056', '008891165', '008891157', '008891140', '008891132', '008891124', '008891116', '008891009']"
764,764,764,L592,L,25,"['008822004', '008822053', '008822111', '008822137', '008822145', '008822160', '008893401', '008893518', '008893526', '008893534', '008893542', '008893559', '008893567', '008893039', '008893013', '008892007', '008892031', '008892056', '008891165', '008891157', '008891140', '008891132', '008891124', '008891116', '008891009']"
765,765,765,L593,L,25,"['008822004', '008822053', '008822111', '008822137', '008822145', '008822160', '008893401', '008893518', '008893526', '008893534', '008893542', '008893559', '008893567', '008893039', '008893013', '008892007', '008892031', '008892056', '008891165', '008891157', '008891140', '008891132', '008891124', '008891116', '008891009']"
766,766,766,L6257,L,11,"['008811601', '008861549', '008861531', '008861523', '008861515', '008861200', '008861416', '008861424', '008861432', '008861440', '008863008']"
767,767,767,L6261,L,11,"['008811601', '008861549', '008861531', '008861523', '008861515', '008861200', '008861416', '008861424', '008861432', '008861440', '008863008']"
768,768,768,L6266,L,10,"['008811601', '008861549', '008861531', '008861523', '008861515', '008861200', '008861416', '008861424', '008861432', '008861440']"
769,769,769,L6278,L,11,"['008863008', '008861440', '008861432', '008861424', '008861416', '008861200', '008861515', '008861523', '008861531', '008861549', '008811601']"
770,770,770,L6279,L,11,"['008863008', '008861440', '008861432', '008861424', '008861416', '008861200', '008861515', '008861523', '008861531', '008861549', '008811601']"
771,771,771,L6283,L,11,"['008863008', '008861440', '008861432', '008861424', '008861416', '008861200', '008861515', '008861523', '008861531', '008861549', '008811601']"
772,772,772,L756,L,15,"['008892908', '008892601', '008892627', '008892635', '008892643', '008892650', '008892080', '008892007', '008893179', '008893120', '008893211', '008893252', '008893260', '008893815', '008893708']"
773,773,773,L759,L,15,"['008892908', '008892601', '008892627', '008892635', '008892643', '008892650', '008892080', '008892007', '008893179', '008893120', '008893211', '008893252', '008893260', '008893815', '008893708']"
774,774,774,L761,L,15,"['008892908', '008892601', '008892627', '008892635', '008892643', '008892650', '008892080', '008892007', '008893179', '008893120', '008893211', '008893252', '008893260', '008893815', '008893708']"
775,775,775,L763,L,15,"['008892908', '008892601', '008892627', '008892635', '008892643', '008892650', '008892080', '008892007', '008893179', '008893120', '008893211', '008893252', '008893260', '008893815', '008893708']"
776,776,776,L770,L,15,"['008892908', '008892601', '008892627', '008892635', '008892643', '008892650', '008892080', '008892007', '008893179', '008893120', '008893211', '008893252', '008893260', '008893815', '008893708']"
777,777,777,L776,L,15,"['008893708', '008893815', '008893260', '008893252', '008893211', '008893120', '008893179', '008892007', '008892080', '008892650', '008892643', '008892635', '008892627', '008892601', '008892908']"
778,778,778,L778,L,15,"['008893708', '008893815', '008893260', '008893252', '008893211', '008893120', '008893179', '008892007', '008892080', '008892650', '008892643', '008892635', '008892627', '008892601', '008892908']"
779,779,779,L779,L,15,"['008893708', '008893815', '008893260', '008893252', '008893211', '008893120', '008893179', '008892007', '008892080', '008892650', '008892643', '008892635', '008892627', '008892601', '008892908']"
780,780,780,L784,L,15,"['008893708', '008893815', '008893260', '008893252', '008893211', '008893120', '008893179', '008892007', '008892080', '008892650', '008892643', '008892635', '008892627', '008892601', '008892908']"
781,781,781,L786,L,15,"['008893708', '008893815', '008893260', '008893252', '008893211', '008893120', '008893179', '008892007', '008892080', '008892650', '008892643', '008892635', '008892627', '008892601', '008892908']"
782,782,782,L788,L,15,"['008893708', '008893815', '008893260', '008893252', '008893211', '008893120', '008893179', '008892007', '008892080', '008892650', '008892643', '008892635', '008892627', '008892601', '008892908']"
783,783,783,L789,L,15,"['008893708', '008893815', '008893260', '008893252', '008893211', '008893120', '008893179', '008892007', '008892080', '008892650', '008892643', '008892635', '008892627', '008892601', '008892908']"
784,784,784,P2366,P,4,"['008831005', '008832375', '008831781', '008831765']"
785,785,785,P4157,P,7,"['008821717', '008821725', '008821667', '008821659', '008821600', '008821121', '008821006']"
786,786,786,P7001,P,10,"['008891702', '008891009', '008891124', '008892056', '008892031', '008892007', '008814001', '008813003', '008812005', '008811007']"
787,787,787,P7006,P,15,"['008892338', '008892320', '008892304', '008892452', '008892403', '008892205', '008892254', '008892288', '008892106', '008892080', '008892007', '008814001', '008813003', '008812005', '008811007']"
788,788,788,P7007,P,15,"['008892338', '008892320', '008892304', '008892452', '008892403', '008892205', '008892254', '008892288', '008892106', '008892080', '008892007', '008814001', '008813003', '008812005', '008811007']"
789,789,789,P7008,P,15,"['008896735', '008896503', '008896412', '008896396', '008896305', '008896370', '008896388', '008896008', '008896115', '008896149', '008892007', '008814001', '008813003', '008812005', '008811007']"
790,790,790,P7009,P,15,"['008896735', '008896503', '008896412', '008896396', '008896305', '008896370', '008896388', '008896008', '008896115', '008896149', '008892007', '008814001', '008813003', '008812005', '008811007']"
791,791,791,P7011,P,10,"['008892007', '008893559', '008895067', '008895000', '008895802', '008895836', '008814001', '008813003', '008812005', '008811007']"
792,792,792,P7012,P,16,"['008892007', '008893013', '008893039', '008893567', '008893559', '008893542', '008893583', '008895067', '008895000', '008895091', '008895802', '008895836', '008814001', '008813003', '008812005', '008811007']"
793,793,793,P7013,P,11,"['008894508', '008894201', '008894151', '008893120', '008893179', '008893013', '008893039', '008814001', '008813003', '008812005', '008811007']"
794,794,794,P7014,P,16,"['008892007', '008893013', '008893039', '008893567', '008893559', '008893542', '008893583', '008895067', '008895000', '008895091', '008895802', '008895836', '008814001', '008813003', '008812005', '008811007']"
795,795,795,P7051,P,7,"['008891009', '008891124', '008891140', '008891165', '008892056', '008892031', '008892007']"
796,796,796,P7053,P,10,"['008891009', '008891116', '008891124', '008891132', '008891140', '008891157', '008891165', '008892056', '008892031', '008892007']"
797,797,797,P7200,P,12,"['008400526', '008821402', '008821436', '008821444', '008821451', '008821519', '008821535', '008821543', '008821071', '008821089', '008821063', '008821006']"
798,798,798,P7208,P,15,"['008832409', '008832433', '008832458', '008821717', '008821725', '008821667', '008821659', '008821600', '008822343', '008822004', '008811189', '008811007', '008812005', '008813003', '008814001']"
799,799,799,P7209,P,15,"['008832409', '008832433', '008832458', '008821717', '008821725', '008821667', '008821659', '008821600', '008822343', '008822004', '008811189', '008811007', '008812005', '008813003', '008814001']"
800,800,800,P7215,P,6,"['008831005', '008831401', '008821832', '008821600', '008821121', '008821006']"
801,801,801,P7291,P,8,"['008894508', '008894714', '008894748', '008894755', '008894821', '008821196', '008821121', '008821006']"
802,802,802,P7301,P,12,"['008831765', '008831781', '008832375', '008831005', '008831039', '008831807', '008833605', '008833308', '008833001', '008812005', '008813003', '008814001']"
803,803,803,P7302,P,6,"['008833605', '008833308', '008833001', '008812005', '008813003', '008814001']"
804,804,804,P7303,P,12,"['008831765', '008831781', '008832375', '008831005', '008831039', '008831807', '008833605', '008833308', '008833001', '008812005', '008813003', '008814001']"
805,805,805,P7305,P,9,"['008831310', '008831138', '008831112', '008831005', '008831401', '008833209', '008812005', '008813003', '008814001']"
806,806,806,P7306,P,9,"['008831310', '008831138', '008831112', '008831005', '008831401', '008833209', '008812005', '008813003', '008814001']"
807,807,807,P7311,P,9,"['008833001', '008833308', '008833605', '008831807', '008831039', '008831005', '008832375', '008831781', '008831765']"
808,808,808,P7379,P,9,"['008841004', '008841202', '008841319', '008841327', '008841467', '008841459', '008841442', '008841434', '008841400']"
809,809,809,P7388,P,7,"['008833001', '008833175', '008822525', '008822517', '008822475', '008822459', '008822004']"
810,810,810,P7400,P,9,"['008841004', '008841202', '008841400', '008833605', '008833308', '008833001', '008812005', '008813003', '008814001']"
811,811,811,P7401,P,9,"['008841004', '008841202', '008841400', '008833605', '008833308', '008833001', '008812005', '008813003', '008814001']"
812,812,812,P7444,P,7,"['008846201', '008843901', '008841004', '008841202', '008812005', '008813003', '008814001']"
813,813,813,P7445,P,7,"['008846201', '008843901', '008841004', '008841202', '008812005', '008813003', '008814001']"
814,814,814,P7513,P,12,"['008885704', '008885753', '008885068', '008885001', '008886348', '008886009', '008883436', '008883311', '008814001', '008813003', '008812005', '008811007']"
